O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
47-5032.00	2.D.1	Required Level of Education	RL	6	0.00	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5032.00	2.D.1	Required Level of Education	RL	7	0.00	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5032.00	2.D.1	Required Level of Education	RL	8	0.00	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5032.00	2.D.1	Required Level of Education	RL	9	0.00	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5032.00	2.D.1	Required Level of Education	RL	10	0.00	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5032.00	2.D.1	Required Level of Education	RL	11	0.00	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5032.00	2.D.1	Required Level of Education	RL	12	0.00	24	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
47-5041.00	2.D.1	Required Level of Education	RL	1	3.96	29	2.6942	0.9592	14.9598	N	07/2016	Incumbent
47-5041.00	2.D.1	Required Level of Education	RL	2	81.27	29	8.7421	57.2277	93.3615	N	07/2016	Incumbent
47-5041.00	2.D.1	Required Level of Education	RL	3	9.64	29	6.1745	2.4343	31.3068	N	07/2016	Incumbent
47-5041.00	2.D.1	Required Level of Education	RL	4	5.13	29	5.0048	0.6553	30.7528	N	07/2016	Incumbent
47-5041.00	2.D.1	Required Level of Education	RL	5	0.00	29	0.0000	n/a	n/a	N	07/2016	Incumbent
47-5041.00	2.D.1	Required Level of Education	RL	6	0.00	29	0.0000	n/a	n/a	N	07/2016	Incumbent
47-5041.00	2.D.1	Required Level of Education	RL	7	0.00	29	0.0000	n/a	n/a	N	07/2016	Incumbent
47-5041.00	2.D.1	Required Level of Education	RL	8	0.00	29	0.0000	n/a	n/a	N	07/2016	Incumbent
47-5041.00	2.D.1	Required Level of Education	RL	9	0.00	29	0.0000	n/a	n/a	N	07/2016	Incumbent
47-5041.00	2.D.1	Required Level of Education	RL	10	0.00	29	0.0000	n/a	n/a	N	07/2016	Incumbent
47-5041.00	2.D.1	Required Level of Education	RL	11	0.00	29	0.0000	n/a	n/a	N	07/2016	Incumbent
47-5041.00	2.D.1	Required Level of Education	RL	12	0.00	29	0.0000	n/a	n/a	N	07/2016	Incumbent
47-5043.00	2.D.1	Required Level of Education	RL	1	13.29	16	10.8582	2.0158	53.3143	N	07/2017	Incumbent
47-5043.00	2.D.1	Required Level of Education	RL	2	86.71	16	10.8582	46.6857	97.9842	N	07/2017	Incumbent
47-5043.00	2.D.1	Required Level of Education	RL	3	0.00	16	0.0000	n/a	n/a	N	07/2017	Incumbent
47-5043.00	2.D.1	Required Level of Education	RL	4	0.00	16	0.0000	n/a	n/a	N	07/2017	Incumbent
47-5043.00	2.D.1	Required Level of Education	RL	5	0.00	16	0.0000	n/a	n/a	N	07/2017	Incumbent
47-5043.00	2.D.1	Required Level of Education	RL	6	0.00	16	0.0000	n/a	n/a	N	07/2017	Incumbent
47-5043.00	2.D.1	Required Level of Education	RL	7	0.00	16	0.0000	n/a	n/a	N	07/2017	Incumbent
47-5043.00	2.D.1	Required Level of Education	RL	8	0.00	16	0.0000	n/a	n/a	N	07/2017	Incumbent
47-5043.00	2.D.1	Required Level of Education	RL	9	0.00	16	0.0000	n/a	n/a	N	07/2017	Incumbent
47-5043.00	2.D.1	Required Level of Education	RL	10	0.00	16	0.0000	n/a	n/a	N	07/2017	Incumbent
47-5043.00	2.D.1	Required Level of Education	RL	11	0.00	16	0.0000	n/a	n/a	N	07/2017	Incumbent
47-5043.00	2.D.1	Required Level of Education	RL	12	0.00	16	0.0000	n/a	n/a	N	07/2017	Incumbent
47-5044.00	2.D.1	Required Level of Education	RL	1	39.96	38	9.5828	22.8557	59.9198	N	08/2022	Incumbent
47-5044.00	2.D.1	Required Level of Education	RL	2	52.59	38	10.0450	32.9056	71.5079	N	08/2022	Incumbent
47-5044.00	2.D.1	Required Level of Education	RL	3	6.15	38	5.2033	1.0428	28.9378	N	08/2022	Incumbent
47-5044.00	2.D.1	Required Level of Education	RL	4	0.00	38	0.0000	n/a	n/a	N	08/2022	Incumbent
47-5044.00	2.D.1	Required Level of Education	RL	5	1.30	38	1.3184	0.1635	9.5624	N	08/2022	Incumbent
47-5044.00	2.D.1	Required Level of Education	RL	6	0.00	38	0.0000	n/a	n/a	N	08/2022	Incumbent
47-5044.00	2.D.1	Required Level of Education	RL	7	0.00	38	0.0000	n/a	n/a	N	08/2022	Incumbent
47-5044.00	2.D.1	Required Level of Education	RL	8	0.00	38	0.0000	n/a	n/a	N	08/2022	Incumbent
47-5044.00	2.D.1	Required Level of Education	RL	9	0.00	38	0.0000	n/a	n/a	N	08/2022	Incumbent
47-5044.00	2.D.1	Required Level of Education	RL	10	0.00	38	0.0000	n/a	n/a	N	08/2022	Incumbent
47-5044.00	2.D.1	Required Level of Education	RL	11	0.00	38	0.0000	n/a	n/a	N	08/2022	Incumbent
47-5044.00	2.D.1	Required Level of Education	RL	12	0.00	38	0.0000	n/a	n/a	N	08/2022	Incumbent
47-5051.00	2.D.1	Required Level of Education	RL	1	49.54	15	14.5438	21.9875	77.3695	N	06/2008	Incumbent
47-5051.00	2.D.1	Required Level of Education	RL	2	31.48	15	12.0497	12.1787	60.3598	N	06/2008	Incumbent
47-5051.00	2.D.1	Required Level of Education	RL	3	0.00	15	0.0000	n/a	n/a	N	06/2008	Incumbent
47-5051.00	2.D.1	Required Level of Education	RL	4	0.00	15	0.0000	n/a	n/a	N	06/2008	Incumbent
47-5051.00	2.D.1	Required Level of Education	RL	5	0.00	15	0.0000	n/a	n/a	N	06/2008	Incumbent
47-5051.00	2.D.1	Required Level of Education	RL	6	0.00	15	0.0000	n/a	n/a	N	06/2008	Incumbent
47-5051.00	2.D.1	Required Level of Education	RL	7	0.00	15	0.0000	n/a	n/a	N	06/2008	Incumbent
47-5051.00	2.D.1	Required Level of Education	RL	8	0.00	15	0.0000	n/a	n/a	N	06/2008	Incumbent
47-5051.00	2.D.1	Required Level of Education	RL	9	0.00	15	0.0000	n/a	n/a	N	06/2008	Incumbent
47-5051.00	2.D.1	Required Level of Education	RL	10	18.98	15	15.8907	2.4898	68.2451	Y	06/2008	Incumbent
47-5051.00	2.D.1	Required Level of Education	RL	11	0.00	15	0.0000	n/a	n/a	N	06/2008	Incumbent
47-5051.00	2.D.1	Required Level of Education	RL	12	0.00	15	0.0000	n/a	n/a	N	06/2008	Incumbent
47-5071.00	2.D.1	Required Level of Education	RL	1	64.13	18	24.9618	15.3378	94.6383	Y	08/2023	Incumbent
47-5071.00	2.D.1	Required Level of Education	RL	2	35.49	18	24.9614	5.2251	84.5884	Y	08/2023	Incumbent
47-5071.00	2.D.1	Required Level of Education	RL	3	0.00	18	0.0000	n/a	n/a	N	08/2023	Incumbent
47-5071.00	2.D.1	Required Level of Education	RL	4	0.00	18	0.0000	n/a	n/a	N	08/2023	Incumbent
47-5071.00	2.D.1	Required Level of Education	RL	5	0.38	18	0.4204	0.0359	3.8478	N	08/2023	Incumbent
47-5071.00	2.D.1	Required Level of Education	RL	6	0.00	18	0.0000	n/a	n/a	N	08/2023	Incumbent
47-5071.00	2.D.1	Required Level of Education	RL	7	0.00	18	0.0000	n/a	n/a	N	08/2023	Incumbent
47-5071.00	2.D.1	Required Level of Education	RL	8	0.00	18	0.0000	n/a	n/a	N	08/2023	Incumbent
47-5071.00	2.D.1	Required Level of Education	RL	9	0.00	18	0.0000	n/a	n/a	N	08/2023	Incumbent
47-5071.00	2.D.1	Required Level of Education	RL	10	0.00	18	0.0000	n/a	n/a	N	08/2023	Incumbent
47-5071.00	2.D.1	Required Level of Education	RL	11	0.00	18	0.0000	n/a	n/a	N	08/2023	Incumbent
47-5071.00	2.D.1	Required Level of Education	RL	12	0.00	18	0.0000	n/a	n/a	N	08/2023	Incumbent
47-5071.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	1.75	18	0.3369	1.0419	2.4633	N	08/2023	Incumbent
47-5081.00	2.D.1	Required Level of Education	RL	1	0.00	16	0.0000	n/a	n/a	N	08/2018	Incumbent
47-5081.00	2.D.1	Required Level of Education	RL	2	96.59	16	2.7240	82.9444	99.3963	N	08/2018	Incumbent
47-5081.00	2.D.1	Required Level of Education	RL	3	1.71	16	1.8532	0.1646	15.4614	N	08/2018	Incumbent
47-5081.00	2.D.1	Required Level of Education	RL	4	0.00	16	0.0000	n/a	n/a	N	08/2018	Incumbent
47-5081.00	2.D.1	Required Level of Education	RL	5	1.71	16	1.7857	0.1793	14.3737	N	08/2018	Incumbent
47-5081.00	2.D.1	Required Level of Education	RL	6	0.00	16	0.0000	n/a	n/a	N	08/2018	Incumbent
47-5081.00	2.D.1	Required Level of Education	RL	7	0.00	16	0.0000	n/a	n/a	N	08/2018	Incumbent
47-5081.00	2.D.1	Required Level of Education	RL	8	0.00	16	0.0000	n/a	n/a	N	08/2018	Incumbent
47-5081.00	2.D.1	Required Level of Education	RL	9	0.00	16	0.0000	n/a	n/a	N	08/2018	Incumbent
47-5081.00	2.D.1	Required Level of Education	RL	10	0.00	16	0.0000	n/a	n/a	N	08/2018	Incumbent
47-5081.00	2.D.1	Required Level of Education	RL	11	0.00	16	0.0000	n/a	n/a	N	08/2018	Incumbent
47-5081.00	2.D.1	Required Level of Education	RL	12	0.00	16	0.0000	n/a	n/a	N	08/2018	Incumbent
49-1011.00	2.D.1	Required Level of Education	RL	1	3.05	36	3.0614	0.3838	20.4580	N	08/2021	Incumbent
49-1011.00	2.D.1	Required Level of Education	RL	2	54.15	36	13.1438	28.7314	77.5737	N	08/2021	Incumbent
49-1011.00	2.D.1	Required Level of Education	RL	3	13.08	36	7.4489	3.8246	36.2666	N	08/2021	Incumbent
49-1011.00	2.D.1	Required Level of Education	RL	4	16.91	36	8.7925	5.4014	42.0269	N	08/2021	Incumbent
49-1011.00	2.D.1	Required Level of Education	RL	5	3.20	36	2.4432	0.6633	14.0807	N	08/2021	Incumbent
49-1011.00	2.D.1	Required Level of Education	RL	6	7.57	36	4.6356	2.0904	23.9157	N	08/2021	Incumbent
49-1011.00	2.D.1	Required Level of Education	RL	7	0.00	36	0.0000	n/a	n/a	N	08/2021	Incumbent
49-1011.00	2.D.1	Required Level of Education	RL	8	0.00	36	0.0000	n/a	n/a	N	08/2021	Incumbent
49-1011.00	2.D.1	Required Level of Education	RL	9	0.00	36	0.0000	n/a	n/a	N	08/2021	Incumbent
49-1011.00	2.D.1	Required Level of Education	RL	10	0.00	36	0.0000	n/a	n/a	N	08/2021	Incumbent
49-1011.00	2.D.1	Required Level of Education	RL	11	2.05	36	2.0722	0.2552	14.5632	N	08/2021	Incumbent
49-1011.00	2.D.1	Required Level of Education	RL	12	0.00	36	0.0000	n/a	n/a	N	08/2021	Incumbent
49-1011.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.27	35	0.2611	1.7425	2.8039	N	08/2021	Incumbent
49-2011.00	2.D.1	Required Level of Education	RL	1	0.00	22	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2011.00	2.D.1	Required Level of Education	RL	2	28.15	22	18.7558	5.3864	72.9364	Y	07/2015	Incumbent
49-2011.00	2.D.1	Required Level of Education	RL	3	31.04	22	8.6249	16.2942	50.9883	N	07/2015	Incumbent
49-2011.00	2.D.1	Required Level of Education	RL	4	7.47	22	7.5189	0.8336	43.6731	N	07/2015	Incumbent
49-2011.00	2.D.1	Required Level of Education	RL	5	32.97	22	17.3457	8.7740	71.5608	N	07/2015	Incumbent
49-2011.00	2.D.1	Required Level of Education	RL	6	0.38	22	0.4116	0.0385	3.5738	N	07/2015	Incumbent
49-2011.00	2.D.1	Required Level of Education	RL	7	0.00	22	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2011.00	2.D.1	Required Level of Education	RL	8	0.00	22	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2011.00	2.D.1	Required Level of Education	RL	9	0.00	22	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2011.00	2.D.1	Required Level of Education	RL	10	0.00	22	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2011.00	2.D.1	Required Level of Education	RL	11	0.00	22	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2011.00	2.D.1	Required Level of Education	RL	12	0.00	22	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2021.00	2.D.1	Required Level of Education	RL	1	4.17	20	4.0874	0.5098	27.0049	N	08/2022	Incumbent
49-2021.00	2.D.1	Required Level of Education	RL	2	30.71	20	8.6534	15.9140	50.9391	N	08/2022	Incumbent
49-2021.00	2.D.1	Required Level of Education	RL	3	21.68	20	11.5291	6.2673	53.4143	N	08/2022	Incumbent
49-2021.00	2.D.1	Required Level of Education	RL	4	18.01	20	10.3582	4.8168	48.8135	N	08/2022	Incumbent
49-2021.00	2.D.1	Required Level of Education	RL	5	15.67	20	9.6580	3.8699	46.1753	N	08/2022	Incumbent
49-2021.00	2.D.1	Required Level of Education	RL	6	9.75	20	5.3218	2.9545	27.6986	N	08/2022	Incumbent
49-2021.00	2.D.1	Required Level of Education	RL	7	0.00	20	0.0000	n/a	n/a	N	08/2022	Incumbent
49-2021.00	2.D.1	Required Level of Education	RL	8	0.00	20	0.0000	n/a	n/a	N	08/2022	Incumbent
49-2021.00	2.D.1	Required Level of Education	RL	9	0.00	20	0.0000	n/a	n/a	N	08/2022	Incumbent
49-2021.00	2.D.1	Required Level of Education	RL	10	0.00	20	0.0000	n/a	n/a	N	08/2022	Incumbent
49-2021.00	2.D.1	Required Level of Education	RL	11	0.00	20	0.0000	n/a	n/a	N	08/2022	Incumbent
49-2021.00	2.D.1	Required Level of Education	RL	12	0.00	20	0.0000	n/a	n/a	N	08/2022	Incumbent
49-2021.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.68	20	0.2114	2.2358	3.1206	N	08/2022	Incumbent
49-2022.00	2.D.1	Required Level of Education	RL	1	0.00	22	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2022.00	2.D.1	Required Level of Education	RL	2	43.06	22	14.7570	17.7805	72.5541	N	07/2017	Incumbent
49-2022.00	2.D.1	Required Level of Education	RL	3	21.36	22	9.2410	7.9649	46.0280	N	07/2017	Incumbent
49-2022.00	2.D.1	Required Level of Education	RL	4	10.38	22	6.7318	2.5044	34.2836	N	07/2017	Incumbent
49-2022.00	2.D.1	Required Level of Education	RL	5	7.77	22	6.5642	1.2379	36.1462	N	07/2017	Incumbent
49-2022.00	2.D.1	Required Level of Education	RL	6	17.44	22	15.4029	2.2315	66.1509	Y	07/2017	Incumbent
49-2022.00	2.D.1	Required Level of Education	RL	7	0.00	22	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2022.00	2.D.1	Required Level of Education	RL	8	0.00	22	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2022.00	2.D.1	Required Level of Education	RL	9	0.00	22	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2022.00	2.D.1	Required Level of Education	RL	10	0.00	22	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2022.00	2.D.1	Required Level of Education	RL	11	0.00	22	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2022.00	2.D.1	Required Level of Education	RL	12	0.00	22	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2091.00	2.D.1	Required Level of Education	RL	1	0.00	28	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2091.00	2.D.1	Required Level of Education	RL	2	18.20	28	8.5402	6.4158	41.9249	N	07/2015	Incumbent
49-2091.00	2.D.1	Required Level of Education	RL	3	49.95	28	12.5031	26.3476	73.5822	N	07/2015	Incumbent
49-2091.00	2.D.1	Required Level of Education	RL	4	12.21	28	7.3204	3.3095	36.0910	N	07/2015	Incumbent
49-2091.00	2.D.1	Required Level of Education	RL	5	16.31	28	9.3422	4.5657	44.2495	N	07/2015	Incumbent
49-2091.00	2.D.1	Required Level of Education	RL	6	3.33	28	2.6326	0.6405	15.5674	N	07/2015	Incumbent
49-2091.00	2.D.1	Required Level of Education	RL	7	0.00	28	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2091.00	2.D.1	Required Level of Education	RL	8	0.00	28	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2091.00	2.D.1	Required Level of Education	RL	9	0.00	28	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2091.00	2.D.1	Required Level of Education	RL	10	0.00	28	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2091.00	2.D.1	Required Level of Education	RL	11	0.00	28	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2091.00	2.D.1	Required Level of Education	RL	12	0.00	28	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2092.00	2.D.1	Required Level of Education	RL	1	1.86	19	2.0535	0.1776	16.7792	N	07/2017	Incumbent
49-2092.00	2.D.1	Required Level of Education	RL	2	30.93	19	13.8810	10.2622	63.6850	N	07/2017	Incumbent
49-2092.00	2.D.1	Required Level of Education	RL	3	39.17	19	14.0523	15.7184	68.9717	N	07/2017	Incumbent
49-2092.00	2.D.1	Required Level of Education	RL	4	8.28	19	7.9663	0.9856	44.9969	N	07/2017	Incumbent
49-2092.00	2.D.1	Required Level of Education	RL	5	19.77	19	10.0405	6.1161	48.2287	N	07/2017	Incumbent
49-2092.00	2.D.1	Required Level of Education	RL	6	0.00	19	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2092.00	2.D.1	Required Level of Education	RL	7	0.00	19	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2092.00	2.D.1	Required Level of Education	RL	8	0.00	19	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2092.00	2.D.1	Required Level of Education	RL	9	0.00	19	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2092.00	2.D.1	Required Level of Education	RL	10	0.00	19	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2092.00	2.D.1	Required Level of Education	RL	11	0.00	19	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2092.00	2.D.1	Required Level of Education	RL	12	0.00	19	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2093.00	2.D.1	Required Level of Education	RL	1	0.00	17	0.0000	n/a	n/a	N	08/2019	Incumbent
49-2093.00	2.D.1	Required Level of Education	RL	2	28.33	17	14.9026	7.7005	65.2005	N	08/2019	Incumbent
49-2093.00	2.D.1	Required Level of Education	RL	3	47.69	17	13.9222	21.8282	74.8467	N	08/2019	Incumbent
49-2093.00	2.D.1	Required Level of Education	RL	4	0.00	17	0.0000	n/a	n/a	N	08/2019	Incumbent
49-2093.00	2.D.1	Required Level of Education	RL	5	9.63	17	6.7172	2.0350	35.3673	N	08/2019	Incumbent
49-2093.00	2.D.1	Required Level of Education	RL	6	0.00	17	0.0000	n/a	n/a	N	08/2019	Incumbent
49-2093.00	2.D.1	Required Level of Education	RL	7	14.35	17	13.1510	1.7027	61.8218	N	08/2019	Incumbent
49-2093.00	2.D.1	Required Level of Education	RL	8	0.00	17	0.0000	n/a	n/a	N	08/2019	Incumbent
49-2093.00	2.D.1	Required Level of Education	RL	9	0.00	17	0.0000	n/a	n/a	N	08/2019	Incumbent
49-2093.00	2.D.1	Required Level of Education	RL	10	0.00	17	0.0000	n/a	n/a	N	08/2019	Incumbent
49-2093.00	2.D.1	Required Level of Education	RL	11	0.00	17	0.0000	n/a	n/a	N	08/2019	Incumbent
49-2093.00	2.D.1	Required Level of Education	RL	12	0.00	17	0.0000	n/a	n/a	N	08/2019	Incumbent
49-2094.00	2.D.1	Required Level of Education	RL	1	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
49-2094.00	2.D.1	Required Level of Education	RL	2	22.02	20	15.4146	4.1361	64.8944	N	08/2021	Incumbent
49-2094.00	2.D.1	Required Level of Education	RL	3	32.27	20	12.1350	12.9726	60.3656	N	08/2021	Incumbent
49-2094.00	2.D.1	Required Level of Education	RL	4	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
49-2094.00	2.D.1	Required Level of Education	RL	5	45.71	20	5.6610	34.3074	57.5740	N	08/2021	Incumbent
49-2094.00	2.D.1	Required Level of Education	RL	6	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
49-2094.00	2.D.1	Required Level of Education	RL	7	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
49-2094.00	2.D.1	Required Level of Education	RL	8	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
49-2094.00	2.D.1	Required Level of Education	RL	9	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
49-2094.00	2.D.1	Required Level of Education	RL	10	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
49-2094.00	2.D.1	Required Level of Education	RL	11	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
49-2094.00	2.D.1	Required Level of Education	RL	12	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
49-2094.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.93	20	0.1769	2.5559	3.2962	N	08/2021	Incumbent
49-2095.00	2.D.1	Required Level of Education	RL	1	0.00	28	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2095.00	2.D.1	Required Level of Education	RL	2	8.18	28	6.8785	1.3444	36.8328	N	07/2017	Incumbent
49-2095.00	2.D.1	Required Level of Education	RL	3	50.33	28	9.7466	31.2847	69.2769	N	07/2017	Incumbent
49-2095.00	2.D.1	Required Level of Education	RL	4	11.19	28	6.8690	2.9586	34.2264	N	07/2017	Incumbent
49-2095.00	2.D.1	Required Level of Education	RL	5	27.91	28	12.2513	9.9898	57.4545	N	07/2017	Incumbent
49-2095.00	2.D.1	Required Level of Education	RL	6	2.39	28	1.8070	0.4980	10.7101	N	07/2017	Incumbent
49-2095.00	2.D.1	Required Level of Education	RL	7	0.00	28	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2095.00	2.D.1	Required Level of Education	RL	8	0.00	28	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2095.00	2.D.1	Required Level of Education	RL	9	0.00	28	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2095.00	2.D.1	Required Level of Education	RL	10	0.00	28	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2095.00	2.D.1	Required Level of Education	RL	11	0.00	28	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2095.00	2.D.1	Required Level of Education	RL	12	0.00	28	0.0000	n/a	n/a	N	07/2017	Incumbent
49-2096.00	2.D.1	Required Level of Education	RL	1	2.39	22	2.4169	0.2834	17.4287	N	07/2016	Incumbent
49-2096.00	2.D.1	Required Level of Education	RL	2	44.78	22	12.2497	22.4463	69.4363	N	07/2016	Incumbent
49-2096.00	2.D.1	Required Level of Education	RL	3	47.40	22	11.8116	25.1745	70.7049	N	07/2016	Incumbent
49-2096.00	2.D.1	Required Level of Education	RL	4	1.12	22	1.1798	0.1243	9.3830	N	07/2016	Incumbent
49-2096.00	2.D.1	Required Level of Education	RL	5	4.31	22	4.5451	0.4528	30.8322	N	07/2016	Incumbent
49-2096.00	2.D.1	Required Level of Education	RL	6	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
49-2096.00	2.D.1	Required Level of Education	RL	7	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
49-2096.00	2.D.1	Required Level of Education	RL	8	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
49-2096.00	2.D.1	Required Level of Education	RL	9	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
49-2096.00	2.D.1	Required Level of Education	RL	10	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
49-2096.00	2.D.1	Required Level of Education	RL	11	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
49-2096.00	2.D.1	Required Level of Education	RL	12	0.00	22	0.0000	n/a	n/a	N	07/2016	Incumbent
49-2097.00	2.D.1	Required Level of Education	RL	1	12.18	24	10.8778	1.6622	53.2075	N	08/2023	Incumbent
49-2097.00	2.D.1	Required Level of Education	RL	2	38.35	24	13.5533	15.9692	67.0664	N	08/2023	Incumbent
49-2097.00	2.D.1	Required Level of Education	RL	3	2.27	24	2.1605	0.3072	14.8535	N	08/2023	Incumbent
49-2097.00	2.D.1	Required Level of Education	RL	4	27.55	24	21.5883	3.8995	78.0833	Y	08/2023	Incumbent
49-2097.00	2.D.1	Required Level of Education	RL	5	14.43	24	11.6475	2.3416	54.2695	N	08/2023	Incumbent
49-2097.00	2.D.1	Required Level of Education	RL	6	5.23	24	5.2159	0.6203	32.7546	N	08/2023	Incumbent
49-2097.00	2.D.1	Required Level of Education	RL	7	0.00	24	0.0000	n/a	n/a	N	08/2023	Incumbent
49-2097.00	2.D.1	Required Level of Education	RL	8	0.00	24	0.0000	n/a	n/a	N	08/2023	Incumbent
49-2097.00	2.D.1	Required Level of Education	RL	9	0.00	24	0.0000	n/a	n/a	N	08/2023	Incumbent
49-2097.00	2.D.1	Required Level of Education	RL	10	0.00	24	0.0000	n/a	n/a	N	08/2023	Incumbent
49-2097.00	2.D.1	Required Level of Education	RL	11	0.00	24	0.0000	n/a	n/a	N	08/2023	Incumbent
49-2097.00	2.D.1	Required Level of Education	RL	12	0.00	24	0.0000	n/a	n/a	N	08/2023	Incumbent
49-2097.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	1.90	18	0.1101	1.6712	2.1357	N	08/2023	Incumbent
49-2098.00	2.D.1	Required Level of Education	RL	1	0.00	21	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2098.00	2.D.1	Required Level of Education	RL	2	41.41	21	16.9951	14.0875	75.2916	N	07/2015	Incumbent
49-2098.00	2.D.1	Required Level of Education	RL	3	48.58	21	14.1541	22.4619	75.4908	N	07/2015	Incumbent
49-2098.00	2.D.1	Required Level of Education	RL	4	8.41	21	6.2451	1.6622	33.2592	N	07/2015	Incumbent
49-2098.00	2.D.1	Required Level of Education	RL	5	1.60	21	1.2753	0.3017	8.0815	N	07/2015	Incumbent
49-2098.00	2.D.1	Required Level of Education	RL	6	0.00	21	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2098.00	2.D.1	Required Level of Education	RL	7	0.00	21	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2098.00	2.D.1	Required Level of Education	RL	8	0.00	21	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2098.00	2.D.1	Required Level of Education	RL	9	0.00	21	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2098.00	2.D.1	Required Level of Education	RL	10	0.00	21	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2098.00	2.D.1	Required Level of Education	RL	11	0.00	21	0.0000	n/a	n/a	N	07/2015	Incumbent
49-2098.00	2.D.1	Required Level of Education	RL	12	0.00	21	0.0000	n/a	n/a	N	07/2015	Incumbent
49-3011.00	2.D.1	Required Level of Education	RL	1	0.00	30	0.0000	n/a	n/a	N	08/2025	Incumbent
49-3011.00	2.D.1	Required Level of Education	RL	2	10.02	30	6.1814	2.6656	31.1575	N	08/2025	Incumbent
49-3011.00	2.D.1	Required Level of Education	RL	3	66.17	30	8.1980	48.0447	80.5290	N	08/2025	Incumbent
49-3011.00	2.D.1	Required Level of Education	RL	4	8.12	30	6.5557	1.4450	34.7703	N	08/2025	Incumbent
49-3011.00	2.D.1	Required Level of Education	RL	5	15.06	30	8.6192	4.2788	41.2938	N	08/2025	Incumbent
49-3011.00	2.D.1	Required Level of Education	RL	6	0.63	30	0.6629	0.0734	5.2212	N	08/2025	Incumbent
49-3011.00	2.D.1	Required Level of Education	RL	7	0.00	30	0.0000	n/a	n/a	N	08/2025	Incumbent
